Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof
Jarrod Uthoff,2017,2017,F,6-9,221,"May 19, 1993",University of Iowa,/players/u/uthofja01.html,True,False
Ben Uzoh,2011,2012,G,6-3,205,"March 19, 1988",University of Tulsa,/players/u/uzohbe01.html,False,False
Stephen Vacendak,1968,1970,G,6-1,185,"August 15, 1944",Duke University,/players/v/vacenst01.html,False,False
Jonas Valanciunas,2013,2018,C,7-0,265,"May 6, 1992",,/players/v/valanjo01.html,True,False
Darnell Valentine,1982,1991,G,6-1,183,"February 3, 1959",University of Kansas,/players/v/valenda01.html,False,False
Denzel Valentine,2017,2018,G,6-6,212,"November 16, 1993",Michigan State University,/players/v/valende01.html,True,False
Ronnie Valentine,1981,1981,F,6-7,210,"November 27, 1957",Old Dominion University,/players/v/valenro01.html,False,False
John Vallely,1971,1972,G,6-3,185,"October 3, 1948","University of California, Los Angeles",/players/v/vallejo01.html,False,False
Dick Van Arsdale,1966,1977,G-F,6-5,210,"February 22, 1943",Indiana University,/players/v/vanardi01.html,False,False
Tom Van Arsdale,1966,1977,F-G,6-5,202,"February 22, 1943",Indiana University,/players/v/vanarto01.html,False,False
Butch van Breda Kolff,1947,1950,G-F,6-3,185,"October 28, 1922",New York University,/players/v/vanbrbu01.html,False,False
Jan van Breda Kolff,1975,1983,F-G,6-7,195,"December 16, 1951",Vanderbilt University,/players/v/vanbrja01.html,False,False
Nick Van Exel,1994,2006,G,6-1,170,"November 27, 1971","Trinity Valley Community College, University of Cincinnati",/players/v/vanexni01.html,False,False
Keith Van Horn,1998,2006,F,6-10,220,"October 23, 1975",University of Utah,/players/v/vanhoke01.html,False,False
Norm Van Lier,1970,1979,G,6-1,173,"April 1, 1947",Saint Francis University,/players/v/vanlino01.html,False,False
Dennis Van Zant,1976,1976,F,6-9,210,"June 1, 1952",Azusa Pacific University,/players/v/vanzade01.html,False,False
Gene Vance,1948,1952,G-F,6-3,195,"February 25, 1923",University of Illinois at Urbana-Champaign,/players/v/vancege01.html,False,False
Logan Vander Velden,1996,1996,F,6-8,215,"April 3, 1971",University of Wisconsin-Green Bay,/players/v/vandelo01.html,False,False
Ernie Vandeweghe,1950,1956,F-G,6-3,195,"September 12, 1928",Colgate University,/players/v/vandeer01.html,False,False
Kiki Vandeweghe,1981,1993,F,6-8,220,"August 1, 1958","University of California, Los Angeles",/players/v/vandeki01.html,False,False
Nick Vanos,1986,1987,C,7-1,255,"April 13, 1963",Santa Clara University,/players/v/vanosni01.html,False,False
David Vanterpool,2001,2001,G,6-5,200,"March 31, 1973",St. Bonaventure University,/players/v/vanteda01.html,False,False
Fred VanVleet,2017,2018,G,6-0,195,"February 25, 1994",Wichita State University,/players/v/vanvlfr01.html,True,False
Ratko Varda,2002,2002,C,7-1,260,"May 6, 1979",,/players/v/vardara01.html,False,False
Anderson Varejao,2005,2017,F-C,6-10,273,"September 28, 1982",,/players/v/varejan01.html,False,False
Jarvis Varnado,2013,2014,F,6-9,230,"March 1, 1988",Mississippi State University,/players/v/varnaja01.html,False,False
Greivis Vasquez,2011,2017,G,6-6,217,"January 16, 1987",University of Maryland,/players/v/vasqugr01.html,False,False
Chico Vaughn,1963,1970,G,6-2,190,"February 19, 1940",Southern Illinois University,/players/v/vaughch01.html,False,False
David Vaughn,1975,1976,C,6-11,220,"June 4, 1952",Oral Roberts University,/players/v/vaughda01.html,False,False
David Vaughn,1996,1999,F,6-9,240,"March 23, 1973",University of Memphis,/players/v/vaughda02.html,False,False
Jacque Vaughn,1998,2009,G,6-1,190,"February 11, 1975",University of Kansas,/players/v/vaughja01.html,False,False
Rashad Vaughn,2016,2018,G,6-6,202,"August 16, 1996","University of Nevada, Las Vegas",/players/v/vaughra01.html,True,False
Virgil Vaughn,1947,1947,F-C,6-4,205,"May 15, 1918",Western Kentucky University,/players/v/vaughvi01.html,False,False
Loy Vaught,1991,2001,F,6-9,230,"February 27, 1968",University of Michigan,/players/v/vaughlo01.html,False,False
Bob Verga,1968,1974,G,6-1,190,"September 7, 1945",Duke University,/players/v/vergabo01.html,False,False
Pete Verhoeven,1982,1987,F,6-9,215,"February 15, 1959","California State University, Fresno",/players/v/verhope01.html,False,False
Jan Vesely,2012,2014,F,6-11,240,"April 24, 1990",,/players/v/veselja01.html,False,False
Gundars Vetra,1993,1993,F,6-6,195,"May 22, 1967",,/players/v/vetragu01.html,False,False
Joao Vianna,1992,1992,F,6-9,215,"November 15, 1966",,/players/v/viannjo01.html,False,False
Charlie Villanueva,2006,2016,F,6-11,232,"August 24, 1984",University of Connecticut,/players/v/villach01.html,False,False
Jay Vincent,1982,1990,F,6-7,220,"June 10, 1959",Michigan State University,/players/v/vinceja01.html,False,False
Sam Vincent,1986,1992,G,6-2,185,"May 18, 1963",Michigan State University,/players/v/vincesa01.html,False,False
Marcus Vinicius,2007,2008,F,6-8,225,"May 31, 1984",,/players/v/vincima01.html,False,False
Fred Vinson,1995,2000,G,6-4,190,"January 28, 1971",Georgia Institute of Technology,/players/v/vinsofr01.html,False,False
Claude Virden,1973,1973,F,6-6,195,"November 25, 1947",Murray State University,/players/v/virdecl01.html,False,False
Gary Voce,1990,1990,F,6-9,240,"November 24, 1965",University of Notre Dame,/players/v/vocega01.html,False,False
Floyd Volker,1950,1950,F-C,6-4,205,"June 21, 1921",University of Wyoming,/players/v/volkefl01.html,False,False
Alexander Volkov,1990,1992,C,6-10,218,"March 28, 1964",,/players/v/volkoal01.html,False,False
Whitey Von Nieda,1950,1950,G-F,6-1,170,"June 19, 1922",Pennsylvania State University,/players/v/vonniwh01.html,False,False
Noah Vonleh,2015,2018,F,6-10,240,"August 24, 1995",Indiana University,/players/v/vonleno01.html,True,False
Jake Voskuhl,2001,2009,C,6-11,245,"November 1, 1977",University of Connecticut,/players/v/voskuja01.html,False,False
Danny Vranes,1982,1988,F,6-7,210,"October 29, 1958",University of Utah,/players/v/vraneda01.html,False,False
Slavko Vranes,2004,2004,C,7-5,275,"January 30, 1983",,/players/v/vranesl01.html,False,False
Stojko Vrankovic,1991,1999,C,7-2,260,"January 22, 1964",,/players/v/vrankst01.html,False,False
Brett Vroman,1981,1981,C,7-0,220,"December 25, 1955","University of California, Los Angeles, University of Nevada, Las Vegas",/players/v/vromabr01.html,False,False
Jackson Vroman,2005,2006,F-C,6-10,220,"June 6, 1981",Iowa State University,/players/v/vromaja01.html,False,False
Nikola Vucevic,2012,2018,C,7-0,260,"October 24, 1990",University of Southern California,/players/v/vucevni01.html,True,False
Sasha Vujacic,2005,2017,G,6-7,195,"March 8, 1984",,/players/v/vujacsa01.html,True,False
Dwyane Wade,2004,2018,G,6-4,220,"January 17, 1982",Marquette University,/players/w/wadedw01.html,True,False
Mark Wade,1988,1990,G,5-11,160,"October 15, 1965","University of Oklahoma, University of Nevada, Las Vegas",/players/w/wadema01.html,False,False
Von Wafer,2006,2012,G,6-5,210,"July 21, 1985",Florida State University,/players/w/wafervo01.html,False,False
Clint Wager,1950,1950,C-F,6-6,210,"January 20, 1920",Saint Mary's University of Minnesota,/players/w/wagercl01.html,False,False
Dajuan Wagner,2003,2007,G,6-2,200,"February 4, 1983",University of Memphis,/players/w/wagneda02.html,False,False
Danny Wagner,1950,1950,G,6-0,170,"August 1, 1922",University of Texas at Austin,/players/w/wagneda01.html,False,False
Milt Wagner,1988,1991,G,6-5,185,"February 20, 1963",University of Louisville,/players/w/wagnemi01.html,False,False
Phillip Wagner,1969,1969,G,6-2,190,"December 18, 1945",Georgia Institute of Technology,/players/w/wagneph01.html,False,False
Dion Waiters,2013,2018,G,6-4,225,"December 10, 1991",Syracuse University,/players/w/waitedi01.html,True,False
Granville Waiters,1984,1988,C,6-11,225,"January 8, 1961",Ohio State University,/players/w/waitegr01.html,False,False
Andre Wakefield,1979,1980,G,6-3,175,"January 11, 1955",Loyola University of Chicago,/players/w/wakefan01.html,False,False
Neal Walk,1970,1977,C,6-10,220,"July 29, 1948",University of Florida,/players/w/walkne01.html,False,False
Andy Walker,1977,1977,G,6-4,190,"March 25, 1955",Niagara University,/players/w/walkean01.html,False,False
Antoine Walker,1997,2008,F,6-8,224,"August 12, 1976",University of Kentucky,/players/w/walkean02.html,False,False
Brady Walker,1949,1952,F-C,6-6,205,"March 15, 1921",Brigham Young University,/players/w/walkebr01.html,False,False
Chet Walker*,1963,1975,F-G,6-6,212,"February 22, 1940",Bradley University,/players/w/walkech01.html,False,True
Darrell Walker,1984,1993,G,6-4,180,"March 9, 1961",University of Arkansas,/players/w/walkeda01.html,False,False
Foots Walker,1975,1984,G,6-0,184,"May 21, 1951",State University of West Georgia,/players/w/walkefo01.html,False,False
Henry Walker,2009,2015,F,6-6,220,"October 9, 1987",Kansas State University,/players/w/walkebi01.html,False,False
Horace Walker,1962,1962,F,6-3,210,"April 17, 1937",Michigan State University,/players/w/walkeho01.html,False,False
Jimmy Walker,1968,1976,G,6-3,195,"April 8, 1944",Providence College,/players/w/walkeji01.html,False,False
Kemba Walker,2012,2018,G,6-1,172,"May 8, 1990",University of Connecticut,/players/w/walkeke02.html,True,False
Kenny Walker,1987,1995,F,6-8,210,"August 18, 1964",University of Kentucky,/players/w/walkeke01.html,False,False
Phil Walker,1978,1978,G,6-3,180,"March 20, 1956",Millersville University of Pennsylvania,/players/w/walkeph01.html,False,False
Samaki Walker,1997,2006,F,6-9,240,"February 25, 1976",University of Louisville,/players/w/walkesa01.html,False,False
Wally Walker,1977,1984,F,6-7,190,"July 18, 1954",University of Virginia,/players/w/walkewa01.html,False,False
John Wall,2011,2018,G,6-4,195,"September 6, 1990",University of Kentucky,/players/w/walljo01.html,True,False
Ben Wallace,1997,2012,F-C,6-9,240,"September 10, 1974",Virginia Union University,/players/w/wallabe01.html,False,False
Gerald Wallace,2002,2015,F,6-7,215,"July 23, 1982",University of Alabama,/players/w/wallage01.html,False,False
John Wallace,1997,2004,F,6-8,225,"February 9, 1974",Syracuse University,/players/w/wallajo01.html,False,False
Rasheed Wallace,1996,2013,F-C,6-10,225,"September 17, 1974",University of North Carolina,/players/w/wallara01.html,False,False
Red Wallace,1947,1947,G,6-1,185,"July 12, 1918",University of Scranton,/players/w/wallare01.html,False,False
Tyrone Wallace,2018,2018,G,6-5,205,"June 10, 1994",University of California,/players/w/wallaty01.html,True,False
Dwight Waller,1969,1972,F,6-6,220,"October 5, 1945",Tennessee State University,/players/w/walledw01.html,False,False
Jamie Waller,1988,1988,G,6-4,215,"November 20, 1964",Virginia Union University,/players/w/walleja01.html,False,False
Taurean Waller-Prince,2017,2018,F,6-8,220,"March 22, 1994",Baylor University,/players/p/princta02.html,True,False
Jim Walsh,1958,1958,F,6-4,195,"August 29, 1930",Stanford University,/players/w/walshji01.html,False,False
Matt Walsh,2006,2006,G-F,6-6,205,"December 2, 1982",University of Florida,/players/w/walshma01.html,False,False
Rex Walters,1994,2000,G,6-4,190,"March 12, 1970","Northwestern University, University of Kansas",/players/w/waltere01.html,False,False
Paul Walther,1950,1955,G-F,6-2,160,"March 23, 1927",University of Tennessee,/players/w/walthpa01.html,False,False
Isaac Walthour,1954,1954,G,5-11,163,"August 25, 1930",,/players/w/walthis01.html,False,False
Bill Walton*,1975,1987,C-F,6-11,210,"November 5, 1952","University of California, Los Angeles",/players/w/waltobi01.html,False,True
Derrick Walton,2018,2018,G,6-1,189,"April 3, 1995",University of Michigan,/players/w/waltode01.html,True,False
Lloyd Walton,1977,1981,G,6-0,160,"November 23, 1953",Marquette University,/players/w/waltoll01.html,False,False
Luke Walton,2004,2013,F,6-8,235,"March 28, 1980",University of Arizona,/players/w/waltolu01.html,False,False
Bobby Wanzer*,1949,1957,G,6-0,170,"June 4, 1921",Seton Hall University,/players/w/wanzebo01.html,False,True
Perry Warbington,1975,1975,G,6-2,165,"September 7, 1952",Georgia Southern University,/players/w/warbipe01.html,False,False
Charlie Ward,1995,2005,G,6-2,190,"October 12, 1970",Florida State University,/players/w/wardch01.html,False,False
Gerry Ward,1964,1967,G,6-4,195,"September 6, 1941",Boston College,/players/w/wardge01.html,False,False
Henry Ward,1976,1977,G-F,6-4,195,"January 30, 1952",Jackson State University,/players/w/wardhe01.html,False,False
Casper Ware,2014,2014,G,5-10,175,"January 17, 1990","California State University, Long Beach",/players/w/wareca01.html,False,False
Jim Ware,1967,1969,F,6-7,210,"May 2, 1944",Oklahoma City University,/players/w/wareji01.html,False,False
Ben Warley,1963,1970,F-G,6-5,200,"September 4, 1936",Tennessee State University,/players/w/warlebe01.html,False,False
Bob Warlick,1966,1970,G-F,6-5,200,"March 20, 1941",Pepperdine University,/players/w/warlibo01.html,False,False
Cornell Warner,1971,1977,F-C,6-9,220,"August 12, 1948",Jackson State University,/players/w/warneco01.html,False,False
Jameel Warney,2018,2018,F,6-8,260,"January 31, 1994",Stony Brook University,/players/w/warneja01.html,True,False
Bob Warren,1969,1976,G,6-5,190,"July 17, 1946",Vanderbilt University,/players/w/warrebo01.html,False,False
John Warren,1970,1974,G-F,6-3,180,"July 7, 1947",St. John's University,/players/w/warrejo01.html,False,False
T.J. Warren,2015,2018,F,6-8,230,"September 5, 1993",North Carolina State University,/players/w/warretj01.html,True,False
Willie Warren,2011,2011,G,6-4,203,"October 22, 1989",University of Oklahoma,/players/w/warrewi01.html,False,False
Bryan Warrick,1983,1986,G,6-5,195,"July 22, 1959",Saint Joseph's University,/players/w/warribr01.html,False,False
Hakim Warrick,2006,2013,F,6-9,219,"July 8, 1982",Syracuse University,/players/w/warriha01.html,False,False
Chris Washburn,1987,1988,C,6-11,225,"May 13, 1965",North Carolina State University,/players/w/washbch01.html,False,False
Bobby Washington,1970,1972,G,5-11,175,"July 11, 1947",Eastern Kentucky University,/players/w/washibo01.html,False,False
Darius Washington,2008,2008,G,6-2,195,"December 6, 1985",University of Memphis,/players/w/washida01.html,False,False
Donald Washington,1975,1976,F,6-8,210,"April 22, 1952",University of North Carolina,/players/w/washido01.html,False,False
Duane Washington,1988,1993,G,6-4,195,"August 31, 1964",Middle Tennessee State University,/players/w/washidu01.html,False,False
Eric Washington,1998,1999,G,6-4,190,"March 23, 1974",University of Alabama,/players/w/washier01.html,False,False
Jim Washington,1966,1976,F-C,6-6,210,"July 1, 1943",Villanova University,/players/w/washiji01.html,False,False
Kermit Washington,1974,1988,F-C,6-8,230,"September 17, 1951",American University,/players/w/washike01.html,False,False
Pearl Washington,1987,1989,G,6-2,190,"January 6, 1964",Syracuse University,/players/w/washipe01.html,False,False
Richard Washington,1977,1982,F-C,6-11,220,"July 15, 1955","University of California, Los Angeles",/players/w/washiri01.html,False,False
Stan Washington,1975,1975,G,6-4,190,"January 23, 1952",University of San Diego,/players/w/washist01.html,False,False
Trooper Washington,1968,1973,F-C,6-7,215,"April 21, 1944",Cheyney University of Pennsylvania,/players/w/washitr01.html,False,False
Wilson Washington,1978,1979,F-C,6-9,227,"August 3, 1955",Old Dominion University,/players/w/washiwi01.html,False,False
Darryl Watkins,2008,2012,C,6-11,258,"November 8, 1984",Syracuse University,/players/w/watkida01.html,False,False
Bobby Watson,1955,1955,G,6-0,160,"March 22, 1930",University of Kentucky,/players/w/watsobo01.html,False,False
C.J. Watson,2008,2017,G,6-2,175,"April 17, 1984",University of Tennessee,/players/w/watsocj01.html,True,False
Earl Watson,2002,2014,G,6-1,195,"June 12, 1979","University of California, Los Angeles",/players/w/watsoea01.html,False,False
Jamie Watson,1995,1999,F,6-7,190,"February 23, 1972",University of South Carolina,/players/w/watsoja01.html,False,False
Ron Watts,1966,1967,F,6-6,210,"May 21, 1943",Wake Forest University,/players/w/wattsro01.html,False,False
Samuel Watts,1971,1971,G,6-3,185,"March 14, 1948",Florida Agricultural and Mechanical University,/players/w/wattssa01.html,False,False
Slick Watts,1974,1979,G,6-1,175,"July 22, 1951",Xavier University of Louisiana,/players/w/wattssl01.html,False,False
Maalik Wayns,2013,2014,G,6-2,200,"May 2, 1991",Villanova University,/players/w/waynsma01.html,True,False
David Wear,2015,2015,F,6-10,230,"September 21, 1990","University of North Carolina, University of California, Los Angeles",/players/w/wearda01.html,False,False
Travis Wear,2015,2018,F,6-10,230,"September 21, 1990","University of North Carolina, University of California, Los Angeles",/players/w/weartr01.html,True,False
Clarence Weatherspoon,1993,2005,F,6-6,240,"September 8, 1970",University of Southern Mississippi,/players/w/weathcl01.html,False,False
Nick Weatherspoon,1974,1980,F,6-7,195,"July 20, 1950",University of Illinois at Urbana-Champaign,/players/w/weathni01.html,False,False
Kyle Weaver,2009,2011,G,6-6,201,"February 18, 1986",Washington State University,/players/w/weaveky01.html,False,False
James Webb,2018,2018,F,6-9,202,"August 19, 1993",Boise State University,/players/w/webbja01.html,True,False
Jeff Webb,1971,1972,G,6-4,170,"July 6, 1948",Kansas State University,/players/w/webbje01.html,False,False
Marcus Webb,1993,1993,F-C,6-9,255,"May 9, 1970",University of Alabama,/players/w/webbma01.html,False,False
Spud Webb,1986,1998,G,5-6,133,"July 13, 1963","Midland College, North Carolina State University",/players/w/webbsp01.html,False,False
Chris Webber,1994,2008,F-C,6-9,245,"March 1, 1973",University of Michigan,/players/w/webbech01.html,False,False
Briante Weber,2016,2018,G,6-2,165,"December 29, 1992",Virginia Commonwealth University,/players/w/weberbr01.html,True,False
Jake Weber,1947,1947,C,6-6,225,"March 18, 1918",Purdue University,/players/w/weberja01.html,False,False
Elnardo Webster,1972,1972,F,6-5,190,"March 6, 1948",Saint Peter's College,/players/w/webstel01.html,False,False
Jeff Webster,1996,1996,F,6-8,232,"February 19, 1971",University of Oklahoma,/players/w/webstje01.html,False,False
Martell Webster,2006,2015,G-F,6-7,230,"December 4, 1986",,/players/w/webstma02.html,False,False
Marvin Webster,1976,1987,C,7-1,225,"April 13, 1952",Morgan State University,/players/w/webstma01.html,False,False
Scott Wedman,1975,1987,F-G,6-7,215,"July 29, 1952",University of Colorado,/players/w/wedmasc01.html,False,False
Sonny Weems,2009,2016,G-F,6-6,205,"July 8, 1986",University of Arkansas,/players/w/weemsso01.html,False,False
Dick Wehr,1949,1949,F,6-4,180,"December 9, 1925",Rice University,/players/w/wehrdi01.html,False,False
Brant Weidner,1984,1984,F,6-9,230,"October 28, 1960",College of William & Mary,/players/w/weidnbr01.html,False,False
Bob Weiss,1966,1977,G,6-2,180,"May 7, 1942",Pennsylvania State University,/players/w/weissbo01.html,False,False
Rick Weitzman,1968,1968,G,6-2,175,"April 30, 1946",Northeastern University,/players/w/weitzri01.html,False,False
Bonzi Wells,1999,2008,G-F,6-5,210,"September 28, 1976",Ball State University,/players/w/wellsbo01.html,False,False
Bubba Wells,1998,1998,F,6-5,230,"July 26, 1974",Austin Peay State University,/players/w/wellsbu01.html,False,False
Owen Wells,1975,1975,F,6-7,200,"December 9, 1950",University of Detroit Mercy,/players/w/wellsow01.html,False,False
Ralph Wells,1963,1963,G,6-1,180,"September 3, 1940",Northwestern University,/players/w/wellsra01.html,False,False
Chris Welp,1988,1990,C,7-0,245,"January 2, 1964",University of Washington,/players/w/welpch01.html,False,False
Jiri Welsch,2003,2006,G,6-7,208,"January 27, 1980",,/players/w/welscji01.html,False,False
Bill Wennington,1986,2000,C,7-0,245,"April 26, 1963",St. John's University,/players/w/wennibi01.html,False,False
Matt Wenstrom,1994,1994,C,7-1,250,"November 4, 1970",University of North Carolina,/players/w/wenstma01.html,False,False
Robert Werdann,1993,1997,C,6-11,250,"September 12, 1970",St. John's University,/players/w/werdaro01.html,False,False
Ray Wertis,1947,1948,G,5-11,,"January 1, 1922",St. John's University,/players/w/wertira01.html,False,False
David Wesley,1994,2007,G,6-0,190,"November 14, 1970",Baylor University,/players/w/wesleda01.html,False,False
Walt Wesley,1967,1976,C,6-11,220,"January 25, 1945",University of Kansas,/players/w/weslewa01.html,False,False
David West,2004,2018,F-C,6-9,250,"August 29, 1980",Xavier University,/players/w/westda01.html,True,False
Delonte West,2005,2012,G,6-4,180,"July 26, 1983",Saint Joseph's University,/players/w/westde01.html,False,False
Doug West,1990,2001,G-F,6-6,200,"May 27, 1967",Villanova University,/players/w/westdo01.html,False,False
Jerry West*,1961,1974,G,6-2,175,"May 28, 1938",West Virginia University,/players/w/westje01.html,False,True
Mario West,2008,2011,G,6-5,210,"June 19, 1984",Georgia Institute of Technology,/players/w/westma02.html,False,False
Mark West,1984,2000,C-F,6-10,230,"November 5, 1960",Old Dominion University,/players/w/westma01.html,False,False
Roland West,1968,1968,G,6-4,178,"June 6, 1944",University of Cincinnati,/players/w/westro01.html,False,False
Dexter Westbrook,1968,1968,F,6-8,190,,Providence College,/players/w/westbde01.html,False,False
Russell Westbrook,2009,2018,G,6-3,200,"November 12, 1988","University of California, Los Angeles",/players/w/westbru01.html,True,False
Paul Westphal,1973,1984,G,6-4,195,"November 30, 1950",University of Southern California,/players/w/westppa01.html,False,False
John Wetzel,1968,1976,G-F,6-5,190,"October 22, 1944",Virginia Polytechnic Institute and State University,/players/w/wetzejo01.html,False,False
Robert Whaley,2006,2006,C,6-10,260,"April 16, 1982","Barton County Community College, University of Cincinnati, Walsh University",/players/w/whalero01.html,False,False
Ennis Whatley,1984,1997,G,6-3,177,"August 11, 1962",University of Alabama,/players/w/whatlen01.html,False,False
DeJuan Wheat,1998,1999,G,6-0,165,"October 14, 1973",University of Louisville,/players/w/wheatde01.html,False,False
Clinton Wheeler,1988,1989,G,6-1,185,"October 27, 1959",William Paterson University,/players/w/wheelcl01.html,False,False
Tyson Wheeler,1999,1999,G,5-10,165,"October 8, 1975",University of Rhode Island,/players/w/wheelty01.html,False,False
Skippy Whitaker,1955,1955,G,6-1,180,"August 29, 1930",University of Kentucky,/players/w/whitask01.html,False,False
Andrew White,2018,2018,G,6-7,210,"June 16, 1993","University of Nebraska, Syracuse University",/players/w/whitean01.html,True,False
D.J. White,2009,2014,F,6-9,251,"August 31, 1986",Indiana University,/players/w/whitedj01.html,False,False
Derrick White,2018,2018,G,6-5,190,"July 2, 1994",University of Colorado,/players/w/whitede01.html,True,False
Eric White,1988,1989,F,6-8,200,"December 30, 1965",Pepperdine University,/players/w/whiteer01.html,False,False
Herb White,1971,1971,G,6-2,195,"June 15, 1948",University of Georgia,/players/w/whitehe01.html,False,False
Hubie White,1963,1971,G-F,6-4,205,"January 26, 1940",Villanova University,/players/w/whitehu01.html,False,False
Jahidi White,1999,2005,F-C,6-9,290,"February 19, 1976",Georgetown University,/players/w/whiteja01.html,False,False
James White,2007,2013,G-F,6-7,200,"October 21, 1982","University of Florida, University of Cincinnati",/players/w/whiteja02.html,False,False
Jo Jo White*,1970,1981,G,6-3,190,"November 16, 1946",University of Kansas,/players/w/whitejo01.html,False,True
Okaro White,2017,2018,F,6-8,204,"August 13, 1992",Florida State University,/players/w/whiteok01.html,True,False
Randy White,1990,1994,F,6-8,240,"November 4, 1967",Louisiana Tech University,/players/w/whitera01.html,False,False
Rodney White,2002,2005,F,6-9,238,"June 28, 1980",University of North Carolina at Charlotte,/players/w/whitero02.html,False,False
Rory White,1983,1987,F,6-8,210,"August 16, 1959",University of South Alabama,/players/w/whitero01.html,False,False
Royce White,2014,2014,F,6-8,270,"April 10, 1991",Iowa State University,/players/w/whitero03.html,True,False
Rudy White,1976,1981,G,6-2,195,"June 23, 1953",Arizona State University,/players/w/whiteru01.html,False,False
Tony White,1988,1988,G,6-2,170,"February 15, 1965",University of Tennessee,/players/w/whiteto01.html,False,False
Willie White,1985,1986,G,6-3,195,"August 20, 1962",University of Tennessee at Chattanooga,/players/w/whitewi01.html,False,False
Isaiah Whitehead,2017,2018,G,6-4,213,"March 8, 1995",Seton Hall University,/players/w/whiteis01.html,True,False
Jerome Whitehead,1979,1989,C-F,6-10,220,"September 30, 1956",Marquette University,/players/w/whiteje01.html,False,False
Donald Whiteside,1997,1998,G,5-10,160,"April 25, 1969",Northern Illinois University,/players/w/whitedo01.html,False,False
Hassan Whiteside,2011,2018,C,7-0,265,"June 13, 1989",Marshall University,/players/w/whiteha01.html,True,False
Dwayne Whitfield,1996,1996,F,6-9,240,"August 21, 1972",Jackson State University,/players/w/whitfdw01.html,False,False
Chris Whitney,1994,2004,G,6-0,168,"October 5, 1971",Clemson University,/players/w/whitnch01.html,False,False
Hank Whitney,1968,1970,F-C,6-7,230,"April 28, 1939",Iowa State University,/players/w/whitnha01.html,False,False
Hawkeye Whitney,1981,1982,G-F,6-5,235,"June 22, 1957",North Carolina State University,/players/w/whitnha02.html,False,False
Shayne Whittington,2015,2016,F-C,6-11,250,"March 27, 1991",Western Michigan University,/players/w/whittsh01.html,False,False
Sidney Wicks,1972,1981,F-C,6-8,225,"September 19, 1949","University of California, Los Angeles",/players/w/wickssi01.html,False,False
Ron Widby,1968,1968,F,6-4,210,"March 9, 1945",University of Tennessee,/players/w/widbyro01.html,False,False
Murray Wier,1950,1950,G,5-9,155,"December 12, 1926",University of Iowa,/players/w/wiermu01.html,False,False
Bob Wiesenhahn,1962,1962,F,6-4,215,"December 22, 1938",University of Cincinnati,/players/w/wiesebo01.html,False,False
Andrew Wiggins,2015,2018,F-G,6-8,199,"February 23, 1995",University of Kansas,/players/w/wiggian01.html,True,False
Mitchell Wiggins,1984,1992,G,6-4,185,"September 28, 1959","Clemson University, Florida State University",/players/w/wiggimi01.html,False,False
Ken Wilburn,1968,1969,F,6-6,195,"June 8, 1944",Central State University,/players/w/wilbuke01.html,False,False
C.J. Wilcox,2015,2017,G,6-5,195,"December 30, 1990",University of Washington,/players/w/wilcocj01.html,True,False
Chris Wilcox,2003,2013,F,6-10,221,"September 3, 1982",University of Maryland,/players/w/wilcoch01.html,False,False
D.C. Wilcutt,1949,1950,G,6-2,165,"March 25, 1923",Saint Louis University,/players/w/wilcudc01.html,False,False
Gene Wiley,1963,1968,C,6-10,210,"November 12, 1937",Wichita State University,/players/w/wileyge01.html,False,False
Jacob Wiley,2018,2018,F,6-7,215,"September 4, 1994",Eastern Washington University,/players/w/wileyja01.html,True,False
Michael Wiley,1981,1982,F,6-9,200,"October 16, 1957","California State University, Long Beach",/players/w/wileymi01.html,False,False
Morlon Wiley,1989,1995,G,6-4,185,"September 24, 1966","California State University, Long Beach",/players/w/wileymo01.html,False,False
Win Wilfong,1958,1961,G-F,6-2,185,"March 18, 1933",University of Memphis,/players/w/wilfowi01.html,False,False
Lenny Wilkens*,1961,1975,G,6-1,180,"October 28, 1937",Providence College,/players/w/wilkele01.html,False,True
Bob Wilkerson,1977,1983,G-F,6-6,195,"August 15, 1954",Indiana University,/players/w/wilkebo01.html,False,False
Jamaal Wilkes*,1975,1986,F-G,6-6,190,"May 2, 1953","University of California, Los Angeles",/players/w/wilkeja01.html,False,True
James Wilkes,1981,1983,F,6-7,195,"April 1, 1958","University of California, Los Angeles",/players/w/wilkeja02.html,False,False
Damien Wilkins,2005,2018,F-G,6-6,225,"January 11, 1980","North Carolina State University, University of Georgia",/players/w/wilkida02.html,True,False
Dominique Wilkins*,1983,1999,F-G,6-7,200,"January 12, 1960",University of Georgia,/players/w/wilkido01.html,False,True
Eddie Lee Wilkins,1985,1993,F-C,6-10,220,"May 7, 1962",Gardner-Webb University,/players/w/wilkied01.html,False,False
Gerald Wilkins,1986,1999,G-F,6-6,185,"September 11, 1963",University of Tennessee at Chattanooga,/players/w/wilkige01.html,False,False
Jeff Wilkins,1981,1986,C-F,6-11,230,"March 9, 1955",Illinois State University,/players/w/wilkije01.html,False,False
Dale Wilkinson,1985,1985,F,6-10,220,"March 18, 1960",Idaho State University,/players/w/wilkida01.html,False,False
Mike Wilks,2003,2010,G,5-10,185,"May 7, 1979",Rice University,/players/w/wilksmi01.html,False,False
Aaron Williams,1994,2008,F-C,6-9,220,"October 2, 1971",Xavier University,/players/w/williaa01.html,False,False
Al Williams,1971,1971,F,6-6,200,"February 3, 1948",Drake University,/players/w/willial01.html,False,False
