Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof,career_games,career_win_shares,peak_ws,aba_years,n_chips,nba_asg,leaderboard_points,hof_as_player,hof_pr
Brian Rowsom,1988,1990,F,81,220,"October 23, 1965",University of North Carolina at Wilmington,/players/r/rowsobr01.html,False,False,82,2.4,1.4540625,0,0,0,0,0,0.0
Brandon Roy,2007,2013,G,78,215,"July 23, 1984",University of Washington,/players/r/roybr01.html,False,False,326,37.4,13.486854166666667,0,0,3,3,0,0.0
Donald Royal,1990,1998,F,80,210,"May 22, 1966",University of Notre Dame,/players/r/royaldo01.html,False,False,504,19.1,5.078416666666667,0,0,0,0,0,0.0
Reggie Royals,1975,1975,C,82,200,"September 18, 1950",Florida State University,/players/r/royalre01.html,False,False,2,0.0,,1,0,0,0,0,0.0
Bob Royer,1950,1950,G,70,155,"October 15, 1927",Indiana State University,/players/r/royerbo01.html,False,False,42,0.0,0.0,0,0,0,0,0,0.0
Clifford Rozier,1995,1998,C-F,83,245,"October 31, 1972","University of North Carolina, University of Louisville",/players/r/roziecl01.html,False,False,173,3.9,1.5661249999999998,0,0,0,0,0,0.0
Terry Rozier,2016,2019,G,73,190,"March 17, 1994",University of Louisville,/players/r/roziete01.html,True,False,242,8.8,5.600833333333334,0,0,0,0,0,0.0
Ricky Rubio,2012,2019,G,76,190,"October 21, 1990",,/players/r/rubiori01.html,True,False,473,30.0,6.1210625,0,0,0,43,0,0.0
Guy Rucker,2003,2003,F-C,83,265,"July 27, 1977",University of Iowa,/players/r/ruckegu01.html,False,False,3,0.0,0.00975,0,0,0,0,0,0.0
Delaney Rudd,1990,1993,G,74,180,"November 8, 1962",Wake Forest University,/players/r/ruddde01.html,False,False,239,0.7,0.600875,0,0,0,0,0,0.0
John Rudd,1979,1979,F,79,230,"August 7, 1955",McNeese State University,/players/r/ruddjo01.html,False,False,58,0.6,0.6025,0,0,0,0,0,0.0
Damjan Rudez,2015,2017,F,82,228,"June 17, 1986",,/players/r/rudezda01.html,True,False,146,1.4,1.3305624999999999,0,0,0,0,0,0.0
John Rudometkin,1963,1965,F,78,205,"June 6, 1940",University of Southern California,/players/r/rudomjo01.html,False,False,131,1.0,1.5659999999999998,0,0,0,0,0,0.0
Michael Ruffin,2000,2009,F,81,246,"January 21, 1977",University of Tulsa,/players/r/ruffimi01.html,False,False,414,6.8,1.9455833333333332,0,0,0,0,0,0.0
Trevor Ruffin,1995,1996,G,73,185,"September 26, 1970",University of Hawaii,/players/r/ruffitr01.html,False,False,110,1.3,1.1955625,0,0,0,0,0,0.0
Paul Ruffner,1971,1976,C-F,82,225,"October 15, 1948",Brigham Young University,/players/r/ruffnpa01.html,False,False,133,1.0,0.06222916666666667,2,0,0,0,0,0.0
Joe Ruklick,1960,1962,F-C,81,220,"August 3, 1938",Northwestern University,/players/r/ruklijo01.html,False,False,114,0.0,0.648,0,0,0,0,0,0.0
Jeff Ruland,1982,1993,C-F,82,240,"December 16, 1958",Iona College,/players/r/rulanje01.html,False,False,332,34.3,10.076625000000002,0,0,2,22,0,0.0
Bob Rule,1968,1975,C-F,81,220,"June 29, 1944",Colorado State University,/players/r/rulebo01.html,False,False,403,22.7,7.824666666666666,0,0,1,11,0,0.001
Jerry Rullo,1947,1950,G,70,165,"June 23, 1923",Temple University,/players/r/rulloje01.html,False,False,95,2.0,1.5,0,1,0,0,0,0.0
Stefano Rusconi,1996,1996,C-F,81,240,"October 2, 1968",,/players/r/ruscost01.html,False,False,7,-0.1,-0.06499999999999999,0,0,0,0,0,0.0
Brandon Rush,2009,2017,G-F,78,220,"July 7, 1985",University of Kansas,/players/r/rushbr01.html,True,False,481,11.2,3.5413125,0,1,0,0,0,0.0
Kareem Rush,2003,2010,G,78,215,"October 30, 1980",University of Missouri,/players/r/rushka01.html,False,False,346,1.7,1.4513333333333334,0,0,0,0,0,0.0
Bill Russell,1957,1969,C,82,215,"February 12, 1934",University of San Francisco,/players/r/russebi01.html,False,True,963,163.5,17.264916666666668,0,11,12,221,1,1.0
Bryon Russell,1994,2006,F,79,225,"December 31, 1970","California State University, Long Beach",/players/r/russebr01.html,False,False,841,47.4,8.820833333333333,0,0,0,0,0,0.0
Campy Russell,1975,1985,F,80,215,"January 12, 1952",University of Michigan,/players/r/russeca02.html,False,False,566,35.8,6.7000833333333345,0,0,1,0,0,0.0
Cazzie Russell,1967,1978,F-G,77,218,"June 7, 1944",University of Michigan,/players/r/russeca01.html,False,False,817,51.7,7.255,0,1,1,0,0,0.002
D'Angelo Russell,2016,2019,G,77,198,"February 23, 1996",Ohio State University,/players/r/russeda01.html,True,False,240,4.5,2.8074375000000003,0,0,0,2,0,0.0
Frank Russell,1973,1973,G,75,180,"April 17, 1949",University of Detroit Mercy,/players/r/russefr01.html,False,False,23,0.1,0.08187499999999999,0,0,0,0,0,0.0
Pierre Russell,1972,1973,F-G,76,190,"December 13, 1949",University of Kansas,/players/r/russepi01.html,False,False,110,1.5,,2,0,0,0,0,0.0
Rubin Russell,1968,1968,G,74,180,"November 7, 1944",University of North Texas,/players/r/russeru01.html,False,False,26,-0.3,,1,0,0,0,0,0.0
Walker Russell,1983,1988,G,77,195,"October 26, 1960","University of Houston, Western Michigan University",/players/r/russewa01.html,False,False,155,-0.7,0.22777083333333334,0,0,0,0,0,0.0
Walker Russell,2012,2012,G,72,170,"October 6, 1982",Jacksonville State University,/players/r/russewa02.html,False,False,28,-0.4,-0.3644375,0,0,0,0,0,0.0
Arvydas Sabonis,1996,2003,C,87,279,"December 19, 1964",,/players/s/sabonar01.html,False,True,470,47.3,9.720833333333333,0,0,0,0,1,0.0
Domantas Sabonis,2017,2019,F-C,83,240,"May 3, 1996",Gonzaga University,/players/s/sabondo01.html,True,False,201,11.1,5.616270833333334,0,0,0,0,0,0.0
Robert Sacre,2013,2016,C,84,270,"June 6, 1989",Gonzaga University,/players/s/sacrero01.html,False,False,189,2.4,1.3839375,0,0,0,0,0,0.0
Ed Sadowski,1947,1950,C,77,240,"July 11, 1917",Seton Hall University,/players/s/sadowed01.html,False,False,229,36.2,11.8,0,0,0,27,0,0.0
Kenny Sailors,1947,1951,G,70,175,"January 14, 1921",University of Wyoming,/players/s/sailoke01.html,False,False,276,17.1,5.2,0,0,0,18,0,0.0
John Salley,1987,2000,F-C,83,230,"May 16, 1964",Georgia Institute of Technology,/players/s/sallejo01.html,False,False,748,41.5,6.175916666666666,0,4,0,0,0,0.002
John Salmons,2003,2015,G,79,210,"December 12, 1979",University of Miami,/players/s/salmojo01.html,False,False,895,33.9,7.118833333333334,0,0,0,0,0,0.0
Al Salvadori,1968,1968,F,81,220,"May 6, 1945",University of South Carolina,/players/s/salvaal01.html,False,False,17,-0.1,,1,0,0,0,0,0.0
Kevin Salvadori,1997,1998,C,84,231,"December 30, 1970",University of North Carolina,/players/s/salvake01.html,False,False,39,-0.2,-0.022458333333333334,0,0,0,0,0,0.0
Soumaila Samake,2001,2003,C,84,230,"March 18, 1978",,/players/s/samakso01.html,False,False,47,0.3,0.163625,0,0,0,0,0,0.0
Cheikh Samb,2008,2009,C,85,245,"October 22, 1984",,/players/s/sambch01.html,False,False,22,-0.1,0.11495833333333333,0,0,0,0,0,0.0
JaKarr Sampson,2015,2018,G-F,81,214,"March 20, 1993",St. John's University,/players/s/sampsja02.html,True,False,169,1.6,0.8170000000000001,0,0,0,0,0,0.0
Jamal Sampson,2003,2007,F-C,83,235,"May 15, 1983",University of California,/players/s/sampsja01.html,False,False,72,1.4,0.5277708333333333,0,0,0,0,0,0.0
Ralph Sampson,1984,1992,C-F,88,228,"July 7, 1960",University of Virginia,/players/s/sampsra01.html,False,True,456,20.1,6.172000000000001,0,0,4,33,1,0.004
Samardo Samuels,2011,2013,F,81,260,"January 9, 1989",University of Louisville,/players/s/samuesa01.html,False,False,109,0.6,0.6703125,0,0,0,0,0,0.0
Pepe Sanchez,2001,2003,G,76,195,"May 8, 1977",Temple University,/players/s/sanchpe01.html,False,False,38,0.4,0.5123333333333333,0,0,0,0,0,0.0
Al Sanders,1973,1973,F,79,240,"January 1, 1950",Louisiana State University,/players/s/sandeal01.html,False,False,4,0.1,,1,0,0,0,0,0.0
Frankie Sanders,1979,1981,F-G,78,200,"January 23, 1957",Southern University and A&M College,/players/s/sandefr01.html,False,False,69,0.5,0.3891875,0,0,0,0,0,0.0
Jeff Sanders,1990,1993,F,80,225,"January 14, 1966",Georgia Southern University,/players/s/sandeje01.html,False,False,55,-0.1,0.20962499999999998,0,0,0,0,0,0.0
Larry Sanders,2011,2017,C-F,83,235,"November 21, 1988",Virginia Commonwealth University,/players/s/sandela01.html,False,False,238,10.3,6.012770833333334,0,0,0,8,0,0.0
Melvin Sanders,2006,2006,G-F,77,210,"January 3, 1981","Seward County Community College, Oklahoma State University",/players/s/sandeme01.html,False,False,16,0.2,0.2189375,0,0,0,0,0,0.0
Mike Sanders,1983,1993,F-G,78,210,"May 7, 1960","University of California, Los Angeles",/players/s/sandemi01.html,False,False,648,17.9,3.93875,0,0,0,0,0,0.0
Tom Sanders,1961,1973,F,78,210,"November 8, 1938",New York University,/players/s/sandeto01.html,False,True,916,56.5,7.603750000000001,0,8,0,0,0,0.159
Ron Sanford,1972,1972,F,81,215,"June 11, 1946",University of New Mexico,/players/s/sanforo01.html,False,False,1,0.0,,1,0,0,0,0,0.0
Daniel Santiago,2001,2005,C,85,256,"June 24, 1976","University of New Mexico, Saint Vincent College",/players/s/santida01.html,False,False,122,1.9,1.22425,0,0,0,0,0,0.0
Bob Santini,1956,1956,F,77,190,"February 17, 1935",Iona College,/players/s/santibo01.html,False,False,4,0.1,0.060854166666666674,0,0,0,0,0,0.0
Wayne Sappleton,1985,1985,F,81,215,"November 17, 1960",Loyola University of Chicago,/players/s/sapplwa01.html,False,False,33,0.1,0.0745,0,0,0,0,0,0.0
Dario Saric,2017,2019,F,82,223,"April 8, 1994",,/players/s/saricda01.html,True,False,207,9.4,6.593125000000001,0,0,0,0,0,0.0
Jason Sasser,1997,1999,F,79,225,"January 13, 1974",Texas Tech University,/players/s/sasseja01.html,False,False,14,0.0,-0.046000000000000006,0,0,0,0,0,0.0
Jeryl Sasser,2002,2003,G,78,200,"February 13, 1979",Southern Methodist University,/players/s/sasseje01.html,False,False,82,0.7,0.7687499999999999,0,0,0,0,0,0.0
Tomas Satoransky,2017,2019,G,79,210,"October 30, 1991",,/players/s/satorto01.html,True,False,178,7.9,4.963229166666666,0,0,0,0,0,0.0
Kenny Satterfield,2002,2003,G,74,186,"April 10, 1981",University of Cincinnati,/players/s/satteke01.html,False,False,75,-1.1,-0.16333333333333333,0,0,0,0,0,0.0
Pep Saul,1950,1955,G-F,74,185,"February 16, 1924",Seton Hall University,/players/s/saulpe01.html,False,False,384,9.8,4.15325,0,4,0,0,0,0.0
Woody Sauldsberry,1958,1966,F-C,79,220,"July 11, 1934",Texas Southern University,/players/s/sauldwo01.html,False,False,462,-7.9,0.3466458333333333,0,0,1,8,0,0.0
Glynn Saulters,1969,1969,G,74,175,"February 10, 1945",University of Louisiana at Monroe,/players/s/saultgl01.html,False,False,22,-0.2,,1,0,0,0,0,0.0
Fred Saunders,1975,1978,F,79,210,"June 13, 1951",Syracuse University,/players/s/saundfr01.html,False,False,210,3.1,1.32375,0,0,0,0,0,0.0
Don Savage,1952,1957,F-G,75,205,"April 9, 1928",LeMoyne College,/players/s/savagdo01.html,False,False,17,-0.1,0.025208333333333333,0,0,0,0,0,0.0
Predrag Savovic,2003,2003,G,78,225,"May 21, 1976","University of Alabama at Birmingham, University of Hawaii",/players/s/savovpr01.html,False,False,27,-0.2,-0.21333333333333335,0,0,0,0,0,0.0
Alan Sawyer,1951,1951,F,77,195,"January 1, 1928","University of California, Los Angeles",/players/s/sawyeal01.html,False,False,33,0.9,0.9,0,0,0,0,0,0.0
Brian Scalabrine,2002,2012,F,81,241,"March 18, 1978",University of Southern California,/players/s/scalabr01.html,False,False,520,7.6,1.7206666666666666,0,0,0,0,0,0.0
Alex Scales,2006,2006,G,76,185,"July 3, 1978",University of Oregon,/players/s/scaleal01.html,False,False,1,0.0,0.0,0,0,0,0,0,0.0
DeWayne Scales,1981,1984,F,80,208,"December 28, 1958",Louisiana State University,/players/s/scalede01.html,False,False,49,0.2,0.2823333333333333,0,0,0,0,0,0.0
Frank Schade,1973,1973,G,73,170,"January 22, 1950",University of Wisconsin-Eau Claire,/players/s/schadfr01.html,False,False,9,0.0,0.04908333333333333,0,0,0,0,0,0.0
Ben Schadler,1948,1948,F,72,185,"March 9, 1924",Northwestern University,/players/s/schadbe01.html,False,False,37,-0.5,-0.5,0,0,0,0,0,0.0
Herm Schaefer,1949,1950,G-F,72,175,"December 20, 1918",Indiana University,/players/s/schaehe01.html,False,False,123,12.2,6.8,0,2,0,0,0,0.0
Billy Schaeffer,1974,1976,F,77,200,"December 11, 1951",St. John's University,/players/s/schaebi01.html,False,False,137,3.1,,3,0,0,0,0,0.0
Bob Schafer,1956,1957,G,75,195,,Villanova University,/players/s/schafbo01.html,False,False,65,-0.7,-0.02904166666666667,0,0,0,0,0,0.0
Ben Scharnus,1947,1949,F,74,173,"December 11, 1917",Seton Hall University,/players/s/scharbe01.html,False,False,52,-0.1,0.0,0,0,0,0,0,0.0
Marv Schatzman,1950,1950,F,77,200,"February 18, 1927",Saint Louis University,/players/s/schatma01.html,False,False,34,-0.9,-0.9,0,0,0,0,0,0.0
Fred Schaus,1950,1954,F,77,205,"June 30, 1925",West Virginia University,/players/s/schaufr01.html,False,False,334,31.4,8.5,0,0,1,4,0,0.0
Danny Schayes,1982,1999,C-F,83,235,"May 10, 1959",Syracuse University,/players/s/schayda01.html,False,False,1138,48.8,8.799375,0,0,0,0,0,0.0
Dolph Schayes,1950,1964,F-C,80,220,"May 19, 1928",New York University,/players/s/schaydo01.html,False,True,996,142.4,14.7684375,0,1,12,172,1,1.0
Ossie Schectman,1947,1947,G,72,175,"March 30, 1919",Long Island University,/players/s/schecos01.html,False,False,54,4.3,4.3,0,0,0,8,0,0.0
Steve Scheffler,1991,1997,C-F,81,250,"September 3, 1967",Purdue University,/players/s/schefst01.html,False,False,174,2.9,0.722,0,0,0,0,0,0.0
Tom Scheffler,1985,1985,C,83,240,"October 27, 1954",Purdue University,/players/s/schefto01.html,False,False,39,0.2,0.20658333333333334,0,0,0,0,0,0.0
Dave Schellhase,1967,1968,G,75,205,"October 14, 1944",Purdue University,/players/s/schelda01.html,False,False,73,-0.6,-0.19874999999999998,0,0,0,0,0,0.0
Luke Schenscher,2006,2007,C,85,255,"December 31, 1982",Georgia Institute of Technology,/players/s/schenlu01.html,False,False,31,0.3,0.2948958333333333,0,0,0,0,0,0.0
Herb Scherer,1951,1952,C,81,212,"December 21, 1928",Long Island University,/players/s/scherhe01.html,False,False,32,-0.4,-0.1,0,0,0,0,0,0.0
Dwayne Schintzius,1991,1999,C,85,260,"October 14, 1968",University of Florida,/players/s/schindw01.html,False,False,217,1.0,0.375,0,0,0,0,0,0.0
Dale Schlueter,1969,1978,C,82,225,"November 12, 1945",Colorado State University,/players/s/schluda01.html,False,False,586,20.8,6.283666666666666,0,0,0,0,0,0.0
Otto Schnellbacher,1949,1949,F-G,76,185,"April 15, 1923",University of Kansas,/players/s/schneot01.html,False,False,43,1.2,1.3,0,0,0,0,0,0.0
Dick Schnittker,1951,1958,F,77,200,"May 27, 1928",Ohio State University,/players/s/schnidi01.html,False,False,364,22.0,6.218083333333333,0,2,0,0,0,0.0
Russ Schoene,1983,1989,F-C,82,210,"April 16, 1960",University of Tennessee at Chattanooga,/players/s/schoeru01.html,False,False,290,4.5,1.7635625,0,0,0,0,0,0.0
Dave Scholz,1970,1970,F,80,220,"April 12, 1948",University of Illinois at Urbana-Champaign,/players/s/scholda01.html,False,False,1,0.0,0.02741666666666667,0,0,0,0,0,0.0
Milt Schoon,1947,1950,C,79,230,"February 25, 1922",Valparaiso University,/players/s/schoomi01.html,False,False,103,4.4,4.0,0,0,0,0,0,0.0
Detlef Schrempf,1986,2001,F-C,81,214,"January 21, 1963",University of Washington,/players/s/schrede01.html,False,False,1136,109.5,12.926875,0,0,3,1,0,0.037000000000000005
Dennis Schroder,2014,2019,G,73,172,"September 15, 1993",,/players/s/schrode01.html,True,False,399,11.6,3.6757291666666663,0,0,0,0,0,0.0
Howie Schultz,1950,1953,C-F,78,200,"July 3, 1922",Hamline University,/players/s/schulho01.html,False,False,173,5.6,3.0,0,1,0,0,0,0.0
Dick Schulz,1947,1950,F-G,74,192,"January 3, 1917",University of Wisconsin,/players/s/schuldi01.html,False,False,205,4.3,2.9,0,1,0,0,0,0.0
Roger Schurig,1968,1968,G,75,185,"April 3, 1942",Vanderbilt University,/players/s/schurro01.html,False,False,21,0.3,,1,0,0,0,0,0.0
John Schweitz,1985,1987,G,78,210,"April 19, 1960",University of Richmond,/players/s/schwejo01.html,False,False,22,-0.5,-0.06752083333333334,0,0,0,0,0,0.0
Luis Scola,2008,2017,F,81,240,"April 30, 1980",,/players/s/scolalu01.html,False,False,743,45.7,8.5525,0,0,0,0,0,0.0
Fred Scolari,1947,1955,G,70,180,"March 1, 1922",University of San Francisco,/players/s/scolafr01.html,False,False,534,30.2,8.5,0,0,2,10,0,0.012
Alvin Scott,1978,1985,F-G,79,185,"September 14, 1955",Oral Roberts University,/players/s/scottal01.html,False,False,627,23.0,4.3786875,0,0,0,0,0,0.0
Brent Scott,1997,1997,F-C,82,250,"June 15, 1971",Rice University,/players/s/scottbr01.html,False,False,16,0.0,0.021770833333333333,0,0,0,0,0,0.0
Byron Scott,1984,1997,G,75,195,"March 28, 1961",Arizona State University,/players/s/scottby01.html,False,False,1073,75.2,10.668000000000001,0,3,0,3,0,0.019
Charlie Scott,1971,1980,G-F,77,175,"December 15, 1948",University of North Carolina,/players/s/scottch01.html,False,True,717,41.4,7.420416666666667,2,1,3,7,1,0.011000000000000001
Dennis Scott,1991,2000,F,80,229,"September 5, 1968",Georgia Institute of Technology,/players/s/scottde01.html,False,False,629,33.4,8.742875,0,0,0,0,0,0.0
James Scott,1997,1997,F,78,180,"June 6, 1972",St. John's University,/players/s/scottja01.html,False,False,8,-0.1,-0.12466666666666666,0,0,0,0,0,0.0
Mike Scott,2013,2019,F,80,237,"July 16, 1988",University of Virginia,/players/s/scottmi01.html,True,False,403,12.4,3.1515000000000004,0,0,0,0,0,0.0
Ray Scott,1962,1972,F-C,81,215,"July 12, 1938",University of Portland,/players/s/scottra01.html,False,False,811,34.7,5.482499999999999,2,0,0,12,0,0.0
Shawnelle Scott,1997,2002,C,82,250,"June 16, 1972",St. John's University,/players/s/scottsh01.html,False,False,105,1.3,0.517,0,0,0,0,0,0.0
Willie Scott,1970,1970,F,77,210,"May 22, 1947",Alabama State University,/players/s/scottwi01.html,False,False,8,-0.1,,1,0,0,0,0,0.0
Paul Scranton,1968,1968,F,77,230,"April 30, 1944","California State Polytechnic University, Pomona",/players/s/scranpa01.html,False,False,5,0.0,,1,0,0,0,0,0.0
Carey Scurry,1986,1988,F,79,188,"December 4, 1962",Long Island University,/players/s/scurrca01.html,False,False,180,5.3,2.6355,0,0,0,0,0,0.0
Bruce Seals,1974,1978,F,80,210,"June 18, 1953",Xavier University of Louisiana,/players/s/sealsbr01.html,False,False,348,7.8,2.8915625000000005,2,0,0,0,0,0.0
Shea Seals,1998,1998,G,77,210,"August 26, 1975",University of Tulsa,/players/s/sealssh01.html,False,False,4,-0.1,-0.050625,0,0,0,0,0,0.0
Malik Sealy,1993,2000,G,80,190,"February 1, 1970",St. John's University,/players/s/sealyma01.html,False,False,493,17.1,5.5315,0,0,0,0,0,0.0
Ed Searcy,1976,1976,F,78,210,"April 17, 1952",St. John's University,/players/s/searced01.html,False,False,4,0.0,-0.021500000000000002,0,0,0,0,0,0.0
Kenny Sears,1956,1964,F,81,198,"August 17, 1933",Santa Clara University,/players/s/searske01.html,False,False,529,55.8,13.322666666666668,0,0,2,18,0,0.021
Wayne See,1950,1950,G,75,190,"November 3, 1923",Northern Arizona University,/players/s/seewa01.html,False,False,61,1.6,1.6,0,0,0,0,0,0.0
Thabo Sefolosha,2007,2019,G-F,79,220,"May 2, 1984",,/players/s/sefolth01.html,True,False,804,37.8,6.779875,0,0,0,0,0,0.0
Rony Seikaly,1989,1999,C,83,230,"May 10, 1965",Syracuse University,/players/s/seikaro01.html,False,False,678,37.3,6.809895833333333,0,0,0,7,0,0.0
Glen Selbo,1950,1950,G-F,75,196,"March 29, 1926",University of Wisconsin,/players/s/selbogl01.html,False,False,13,-0.2,-0.2,0,0,0,0,0,0.0
Josh Selby,2012,2013,G,74,183,"March 27, 1991",University of Kansas,/players/s/selbyjo01.html,False,False,38,-0.7,-0.17577083333333332,0,0,0,0,0,0.0
Wayne Selden,2017,2019,G-F,77,230,"September 30, 1994",University of Kansas,/players/s/seldewa01.html,True,False,91,0.3,0.33158333333333334,0,0,0,0,0,0.0
Brad Sellers,1987,1993,C-F,84,210,"December 17, 1962","University of Wisconsin, Ohio State University",/players/s/sellebr01.html,False,False,398,9.8,3.3196041666666667,0,0,0,0,0,0.0
Phil Sellers,1977,1977,F-G,76,195,"November 20, 1953",Rutgers University,/players/s/selleph01.html,False,False,44,0.0,-0.04797916666666666,0,0,0,0,0,0.0
Rollie Seltz,1950,1950,G-F,70,165,"January 25, 1924",Hamline University,/players/s/seltzro01.html,False,False,34,1.8,1.8,0,0,0,0,0,0.0
Lester Selvage,1968,1970,G,73,175,"March 7, 1943",Truman State University,/players/s/selvale01.html,False,False,82,2.3,,2,0,0,0,0,0.0
Frank Selvy,1955,1964,G-F,75,180,"November 9, 1932",Furman University,/players/s/selvyfr01.html,False,False,565,17.9,5.4950833333333335,0,0,2,13,0,0.002
Jim Seminoff,1947,1950,G-F,74,190,"September 1, 1922",University of Southern California,/players/s/seminji01.html,False,False,231,16.9,5.4,0,0,0,16,0,0.0
Mouhamed Sene,2007,2009,C-F,83,230,"May 12, 1986",,/players/s/senesa01.html,False,False,47,0.3,0.15629166666666666,0,0,0,0,0,0.0
George Senesky,1947,1954,G,74,179,"April 4, 1922",Saint Joseph's University,/players/s/senesge01.html,False,False,482,21.8,6.2,0,1,0,28,0,0.001
Kevin Seraphin,2011,2017,F,81,285,"December 7, 1989",,/players/s/serapke01.html,True,False,423,5.9,2.303,0,0,0,0,0,0.0
Ansu Sesay,2002,2005,F,81,225,"July 29, 1976",University of Mississippi,/players/s/sesayan01.html,False,False,127,1.4,0.7894791666666667,0,0,0,0,0,0.0
Ramon Sessions,2008,2018,G,75,190,"April 11, 1986","University of Nevada, Reno",/players/s/sessira01.html,True,False,691,28.8,5.5683125,0,0,0,0,0,0.0
Ha Seung-Jin,2005,2006,C,87,305,"August 4, 1985",,/players/s/seungha01.html,False,False,46,-0.2,0.01325,0,0,0,0,0,0.0
Tom Sewell,1985,1985,G,77,185,"March 11, 1962",Lamar University,/players/s/sewelto01.html,False,False,21,-0.4,-0.36431250000000004,0,0,0,0,0,0.0
Collin Sexton,2019,2019,G,74,190,"January 4, 1999",University of Alabama,/players/s/sextoco01.html,True,False,50,-1.7,-1.67175,0,0,0,0,0,0.0
Paul Seymour,1948,1960,G-F,73,180,"January 30, 1928",University of Toledo,/players/s/seymopa01.html,False,False,622,37.5,9.31725,0,1,3,38,0,0.099
Nick Shaback,1947,1947,G,71,180,"September 10, 1918",,/players/s/shabani01.html,False,False,53,0.3,0.3,0,0,0,0,0,0.0
Lynn Shackelford,1970,1970,F,77,190,"August 27, 1947","University of California, Los Angeles",/players/s/shackly01.html,False,False,22,-0.3,,1,0,0,0,0,0.0
Charles Shackleford,1989,1999,F-C,82,225,"April 22, 1966",North Carolina State University,/players/s/shackch01.html,False,False,303,7.3,2.7105625,0,0,0,0,0,0.0
Carl Shaeffer,1950,1951,F-G,75,185,"October 25, 1924",University of Alabama,/players/s/shaefca01.html,False,False,53,0.8,0.8,0,0,0,0,0,0.0
Lee Shaffer,1962,1964,F,79,220,"February 23, 1939",University of North Carolina,/players/s/shaffle01.html,False,False,196,8.2,4.990520833333334,0,0,1,0,0,0.0
Mustafa Shakur,2011,2014,G,75,190,"August 18, 1984",University of Arizona,/players/s/shakumu01.html,False,False,25,-0.5,-0.07952083333333333,0,0,0,0,0,0.0
Landry Shamet,2019,2019,G,77,188,"March 13, 1997",Wichita State University,/players/s/shamela01.html,True,False,50,2.1,2.074875,0,0,0,0,0,0.0
God Shammgod,1998,1998,G,72,169,"April 29, 1976",Providence College,/players/s/shammgo01.html,False,False,20,-0.1,-0.14904166666666666,0,0,0,0,0,0.0
Earl Shannon,1947,1949,G-F,71,170,"November 23, 1921",University of Rhode Island,/players/s/shannea01.html,False,False,134,7.6,7.0,0,0,0,4,0,0.0
Howie Shannon,1949,1950,G-F,74,175,"June 10, 1923",Kansas State University,/players/s/shannho01.html,False,False,122,6.3,3.4,0,0,0,0,0,0.0
Chuck Share,1952,1960,C,83,235,"March 14, 1927",Bowling Green State University,/players/s/sharech01.html,False,False,596,40.9,8.640625,0,1,0,5,0,0.001
Bill Sharman,1951,1961,G,73,175,"May 25, 1926",University of Southern California,/players/s/sharmbi01.html,False,True,711,82.8,10.381958333333335,0,4,8,40,1,0.997
Walter Sharpe,2009,2009,F,81,245,"July 18, 1986","Mississippi State University, University of Alabama at Birmingham",/players/s/sharpwa01.html,False,False,8,-0.1,-0.05458333333333334,0,0,0,0,0,0.0
John Shasky,1989,1991,C,83,235,"July 31, 1964",University of Minnesota,/players/s/shaskjo01.html,False,False,136,2.5,1.9076666666666666,0,0,0,0,0,0.0
Ron Shavlik,1957,1958,F,80,200,"December 4, 1933",North Carolina State University,/players/s/shavlro01.html,False,False,8,-0.3,-0.021625000000000002,0,0,0,0,0,0.0
Brian Shaw,1989,2003,G,78,190,"March 22, 1966","Saint Mary's College of California, University of California, Santa Barbara",/players/s/shawbr01.html,False,False,943,23.8,5.890499999999999,0,3,0,0,0,0.002
Casey Shaw,1999,1999,C,83,260,"July 20, 1975",University of Toledo,/players/s/shawca01.html,False,False,9,-0.1,-0.14525,0,0,0,0,0,0.0
Bob Shea,1947,1947,F,74,194,"September 11, 1924",University of Rhode Island,/players/s/sheabo01.html,False,False,43,-0.4,-0.4,0,0,0,0,0,0.0
Fred Sheffield,1947,1947,F,74,165,"November 5, 1923",University of Utah,/players/s/shefffr01.html,False,False,22,-0.5,-0.5,0,0,0,0,0,0.0
Craig Shelton,1981,1982,F,79,210,"May 1, 1957",Georgetown University,/players/s/sheltcr01.html,False,False,59,0.0,-0.024416666666666666,0,0,0,0,0,0.0
Lonnie Shelton,1977,1986,F-C,80,240,"October 19, 1955",Oregon State University,/players/s/sheltlo01.html,False,False,673,37.5,7.523395833333333,0,1,1,0,0,0.001
Tornike Shengelia,2013,2014,F,81,217,"October 5, 1991",,/players/s/shengto01.html,False,False,45,-0.2,-0.0329375,0,0,0,0,0,0.0
Billy Shepherd,1973,1975,G,70,160,"November 18, 1949",Butler University,/players/s/shephbi01.html,False,False,169,2.8,,3,0,0,0,0,0.0
Jeff Sheppard,1999,1999,G,75,190,"September 29, 1974",University of Kentucky,/players/s/sheppje01.html,False,False,18,0.3,0.2813541666666666,0,0,0,0,0,0.0
Steve Sheppard,1978,1979,F,78,215,"March 21, 1954",University of Maryland,/players/s/sheppst01.html,False,False,106,0.9,0.78525,0,0,0,0,0,0.0
Ed Sherod,1983,1983,G,74,170,"September 13, 1959",Virginia Commonwealth University,/players/s/sheroed01.html,False,False,64,2.5,2.4698333333333333,0,0,0,0,0,0.0
Charley Shipp,1950,1950,G-F,73,200,"December 3, 1913",Catholic University of America,/players/s/shippch01.html,False,False,23,-0.6,-0.6,0,0,0,0,0,0.0
